churn,total_day_minutes,n_sms,total_eve_minutes,total_eve_calls,customer_service_rating,customer_happiness,customer_service_calls
0,18,1,0,33,2,11,0
0,16,12,40,9,1,3,0
0,17,13,7,22,3,7,0
0,18,38,42,45,3,2,4
0,17,6,15,15,2,4,0
0,17,30,42,14,3,3,0
0,17,33,28,22,3,9,0
0,17,12,33,46,2,5,0
0,18,26,12,21,3,7,0
0,17,21,11,6,2,16,3
0,17,12,12,49,1,3,0
0,15,39,34,18,2,12,3
0,17,2,28,30,3,5,4
0,17,27,20,12,3,5,0
0,16,16,35,47,2,17,3
0,17,1,17,2,3,13,0
0,16,17,42,47,2,8,0
0,13,0,1,36,1,11,0
0,16,29,6,42,3,1,2
0,18,24,10,27,2,9,0
0,17,10,23,27,3,19,0
0,18,14,42,49,1,19,0
0,19,19,40,5,2,14,4
1,17,11,39,48,2,11,5
0,18,6,4,28,2,19,5
0,18,33,21,4,2,5,3
0,16,5,21,44,2,15,3
0,18,8,8,24,2,15,0
0,16,18,8,16,3,17,0
0,17,5,6,18,3,4,0
0,18,39,19,38,2,18,0
0,17,35,19,14,2,17,3
0,15,39,13,46,3,9,2
0,18,23,6,19,1,7,0
0,17,16,35,44,2,19,0
0,17,14,19,38,2,14,0
0,15,29,3,23,3,19,0
0,17,15,35,3,2,1,0
0,12,27,0,10,3,12,3
0,16,12,1,44,2,5,0
0,18,6,30,9,1,10,0
0,18,5,29,37,2,15,0
0,15,6,10,15,2,4,3
0,18,37,40,7,2,18,0
1,19,26,2,1,1,11,4
0,18,37,16,8,3,2,0
0,16,36,3,49,2,5,3
0,16,1,4,15,3,4,0
0,17,7,18,16,3,12,4
1,17,32,27,47,1,8,4
0,18,21,19,42,3,5,4
0,17,36,15,5,3,3,4
0,17,17,38,31,3,7,2
0,17,0,3,5,1,4,0
0,17,29,2,17,2,19,0
0,16,39,29,46,2,13,0
0,18,0,10,5,2,8,2
0,16,7,12,44,3,12,2
0,11,0,26,35,2,2,0
0,17,38,8,35,3,9,0
0,17,0,23,31,2,16,3
0,17,36,29,4,2,5,4
0,18,6,30,35,3,3,3
0,17,6,34,36,3,6,0
0,19,30,11,2,1,18,4
0,17,22,36,14,3,18,0
0,17,34,31,28,2,3,0
0,17,0,4,42,3,18,2
0,16,0,14,35,3,9,0
0,17,0,13,24,3,11,2
0,18,13,43,20,1,11,0
0,17,12,32,25,3,4,0
0,16,19,37,19,3,7,2
0,17,20,31,22,3,13,0
0,13,30,4,39,3,4,0
0,18,0,8,27,3,17,0
0,15,14,1,33,3,10,0
0,17,0,19,7,3,4,0
0,17,36,19,16,2,1,3
0,17,27,8,16,3,19,0
0,16,26,12,14,1,3,2
0,17,13,41,39,1,10,2
0,17,17,16,48,3,14,0
0,18,25,14,2,1,12,4
0,15,18,41,3,0,13,1
0,19,22,34,40,2,8,3
0,18,11,13,17,2,14,0
0,18,37,11,33,3,17,0
0,19,26,12,38,2,3,4
0,17,14,11,44,3,7,0
0,16,30,1,9,1,0,0
0,16,35,17,11,3,1,4
1,16,12,35,44,3,14,5
1,19,1,15,2,2,13,4
0,18,0,36,1,2,5,3
0,15,30,15,48,2,3,0
0,18,31,8,20,2,11,4
0,17,37,8,4,1,12,4
0,16,36,43,18,3,7,0
0,14,10,38,43,2,14,0
0,17,3,27,18,3,6,4
0,16,22,35,14,2,5,3
0,17,23,30,41,2,16,0
0,15,8,10,45,2,1,0
0,17,8,3,35,3,1,4
0,18,14,5,36,3,12,0
0,17,39,22,26,1,16,0
0,18,20,0,47,3,15,0
1,12,16,17,9,1,8,3
0,17,34,10,41,2,11,3
0,16,2,12,22,3,19,0
0,19,19,23,44,2,2,0
0,14,26,14,40,3,8,0
0,18,28,23,48,3,16,0
0,18,30,4,47,3,17,3
0,16,35,9,6,2,0,0
0,17,39,9,48,1,13,3
0,12,29,20,38,3,13,3
0,18,27,21,40,3,10,2
0,18,7,4,3,1,14,0
0,17,11,17,19,3,8,0
0,16,36,35,46,3,7,0
0,16,3,36,29,3,10,0
1,18,16,20,30,2,5,5
0,17,20,0,23,3,8,3
1,17,18,19,27,1,7,4
0,16,3,11,49,2,19,0
1,17,14,43,17,2,13,5
0,17,0,31,2,1,14,4
0,18,8,28,38,1,16,0
0,18,19,17,13,2,5,1
0,18,35,16,30,3,7,0
0,17,10,24,20,2,2,2
0,17,5,37,4,3,4,3
1,18,9,5,11,3,0,3
0,17,8,34,33,3,9,0
0,17,22,30,9,3,16,4
0,15,9,11,38,3,1,4
0,18,32,5,19,3,10,0
0,16,7,32,47,1,7,0
0,18,6,23,44,3,19,3
0,18,28,4,8,3,14,0
0,18,27,36,9,1,10,0
0,16,37,16,7,2,2,0
0,16,17,8,27,1,3,2
0,18,36,34,32,3,9,3
0,17,2,19,42,2,3,0
0,16,4,29,11,1,13,1
1,18,0,8,5,3,0,4
0,16,35,32,4,1,16,0
0,15,31,37,13,2,3,3
0,17,1,29,44,2,0,0
0,18,20,8,33,3,18,0
0,16,4,31,21,3,15,3
0,19,6,40,48,3,3,3
1,15,35,43,49,3,8,5
0,18,25,30,28,1,10,2
0,18,39,21,6,1,15,4
0,17,2,31,14,2,16,0
0,15,19,8,16,2,5,0
0,17,2,20,36,3,17,0
0,17,31,16,43,3,11,4
0,16,29,35,48,3,9,0
0,18,3,8,36,2,7,0
0,17,31,29,44,1,15,2
0,18,5,5,2,3,13,0
0,18,6,6,38,3,3,0
0,19,23,15,11,2,2,0
0,17,5,39,35,1,3,0
0,15,7,39,4,0,19,4
0,17,39,32,0,2,5,0
0,16,8,2,41,3,1,0
0,17,20,34,48,2,13,3
0,18,35,10,16,3,16,0
0,16,5,43,12,3,1,0
0,18,12,13,36,3,18,0
0,18,39,10,44,2,17,0
1,17,0,19,45,1,15,4
0,18,16,43,21,3,7,0
0,18,35,14,18,2,17,0
0,18,33,29,9,3,13,0
0,18,6,2,45,3,19,0
0,17,8,23,37,3,10,0
0,15,17,19,0,2,9,0
0,13,6,38,15,2,3,4
0,18,11,26,0,3,6,0
0,17,14,2,35,2,16,0
0,16,35,22,38,3,12,0
0,18,4,31,36,3,2,0
0,18,19,0,47,2,1,0
0,18,7,22,12,3,2,0
0,14,0,26,12,3,2,0
0,16,4,0,27,3,5,0
0,17,10,25,0,2,12,0
1,17,6,16,46,3,6,5
0,17,15,35,28,3,0,2
0,18,9,30,45,2,16,5
0,18,31,41,9,2,5,0
0,18,10,16,28,3,10,4
0,18,29,2,37,1,11,0
0,18,14,9,5,1,6,0
0,18,23,38,33,3,17,0
0,18,37,21,14,2,8,0
1,17,36,40,8,1,9,4
0,0,8,7,30,1,0,0
0,18,37,17,15,1,15,0
0,17,19,19,41,2,1,0
0,15,27,13,44,2,5,0
0,16,30,26,13,1,5,0
0,16,2,33,5,2,11,0
0,18,25,38,2,3,19,0
0,17,4,29,2,3,2,4
0,16,21,22,24,3,18,4
1,19,18,43,16,3,0,3
0,17,15,8,25,3,18,3
0,17,18,4,0,2,10,0
0,17,0,41,42,2,0,0
0,16,18,9,11,2,16,3
0,17,1,12,35,1,11,0
0,19,38,1,28,3,15,4
0,18,30,28,17,3,4,0
0,18,4,36,40,1,14,0
0,17,16,9,34,3,12,0
0,17,31,22,10,3,19,3
0,17,7,13,34,3,13,3
0,16,37,20,34,1,5,0
0,14,28,19,14,3,11,3
0,17,0,9,27,2,2,2
0,19,15,27,25,2,5,0
0,19,4,11,19,2,11,0
0,18,7,36,48,3,4,0
0,17,30,0,25,3,18,4
0,17,30,42,17,3,4,4
0,17,28,24,41,3,9,3
0,18,31,2,0,2,12,0
0,17,0,9,38,2,16,1
0,19,39,27,24,3,8,3
0,15,32,34,0,3,5,4
0,16,19,32,31,3,7,0
0,16,33,37,23,1,2,0
0,17,0,21,8,3,14,4
1,14,26,6,23,3,11,5
1,18,0,36,25,3,9,5
0,18,12,4,11,3,8,4
0,18,35,36,29,1,17,5
0,17,6,36,49,1,10,0
0,16,16,15,34,2,13,3
0,16,39,15,29,2,6,4
1,17,24,27,33,3,9,5
0,18,17,8,9,1,15,0
0,13,0,0,19,3,14,0
0,17,22,32,4,3,17,5
0,17,19,7,48,3,19,2
0,17,12,33,27,2,14,3
0,15,3,25,48,2,18,3
0,17,20,27,12,3,18,0
0,18,29,5,30,2,2,0
0,17,32,29,14,2,5,2
0,18,0,38,2,3,10,0
0,18,28,31,27,2,2,4
0,17,4,4,27,2,8,0
0,17,31,3,4,3,17,0
0,16,0,41,30,2,3,0
0,17,0,27,22,3,19,0
0,19,13,24,9,3,14,0
0,18,29,1,5,2,18,0
0,18,7,16,34,1,0,0
0,18,20,7,21,3,6,0
0,18,0,39,49,3,17,4
0,16,22,2,37,3,11,0
0,18,34,5,22,1,1,0
0,15,0,34,41,2,5,0
0,18,19,38,27,3,17,3
0,17,14,6,43,3,8,0
0,16,8,8,5,3,14,2
1,19,10,36,1,1,7,4
0,17,23,37,22,2,7,2
0,18,12,10,2,3,16,2
0,16,39,36,20,3,8,0
0,17,4,22,30,2,14,0
0,18,6,22,23,2,1,4
0,19,31,30,16,1,0,0
0,17,19,40,3,3,17,3
0,18,23,23,12,2,3,0
0,13,15,18,10,3,6,0
0,18,19,29,14,1,13,4
0,15,18,2,47,2,5,4
0,19,34,32,18,2,7,0
0,18,36,41,0,3,8,0
0,17,24,15,14,2,7,0
0,17,30,40,39,3,16,0
0,17,38,31,19,3,18,0
0,17,3,40,28,2,10,0
0,18,12,18,28,3,19,0
0,17,11,14,23,2,5,0
0,18,30,31,5,3,18,5
0,19,2,12,43,3,14,0
0,18,20,10,42,3,15,0
0,18,10,32,28,2,8,4
0,17,24,12,36,1,5,0
0,19,23,22,16,3,4,4
0,18,0,14,36,3,1,2
1,16,22,3,33,1,7,3
0,17,32,35,48,3,7,0
0,17,28,42,12,3,11,4
0,17,35,9,4,1,13,2
0,18,27,29,21,1,18,0
0,17,39,3,29,3,2,3
0,16,33,27,27,2,15,4
0,15,1,28,16,3,4,0
1,16,3,5,49,2,15,5
0,17,20,28,22,2,8,4
0,18,19,25,43,3,0,2
0,16,36,34,36,2,2,4
0,19,32,39,25,1,19,0
0,18,21,17,8,0,15,4
0,17,39,22,44,3,10,3
0,17,1,27,21,3,1,0
0,17,18,42,14,3,14,0
0,16,3,31,32,2,3,0
0,18,15,20,28,2,13,0
1,18,26,10,34,1,11,4
1,18,31,21,39,2,0,3
0,18,21,10,9,2,14,4
0,17,36,5,36,3,14,4
0,17,26,12,8,1,8,0
0,17,21,40,36,3,15,0
0,16,19,34,35,3,2,0
0,18,0,17,19,3,12,0
0,14,35,3,22,3,11,4
0,18,37,0,3,2,11,0
0,18,9,38,30,3,11,0
0,17,16,20,27,3,19,4
0,17,1,0,28,2,1,3
0,18,21,36,9,2,3,0
1,16,17,39,4,1,1,4
0,17,6,39,21,1,16,0
0,18,38,19,2,3,17,4
0,16,19,21,41,3,10,4
0,13,23,35,49,2,11,0
0,16,25,36,48,2,7,2
0,18,0,21,39,3,14,4
0,18,23,10,21,3,17,2
0,18,35,5,18,3,1,0
0,15,12,18,31,1,2,0
0,18,18,7,23,3,18,0
1,18,22,15,5,1,2,3
0,18,21,21,4,2,2,3
0,16,0,21,34,3,7,3
0,18,3,26,21,1,1,0
1,15,11,26,47,1,1,3
0,18,22,13,19,1,3,0
0,17,1,20,18,3,2,4
1,19,18,0,2,3,1,5
0,17,7,42,49,3,4,4
0,17,27,1,7,3,19,4
0,17,6,19,49,3,9,0
0,18,38,21,44,2,18,0
0,17,28,32,7,1,13,3
0,18,4,41,27,3,1,0
0,19,39,18,14,3,11,0
0,16,7,2,26,2,9,2
0,17,38,24,5,3,10,4
0,19,14,43,18,2,3,3
0,17,5,38,1,3,19,3
1,17,6,4,11,3,3,5
0,18,15,14,33,3,13,2
0,16,38,5,2,2,10,0
1,18,7,29,30,1,9,5
0,16,5,27,29,3,1,0
0,18,20,30,30,3,11,0
0,18,13,18,1,2,1,1
0,17,0,3,1,3,14,0
1,18,5,34,49,1,8,4
0,17,0,40,42,2,4,2
0,17,23,9,13,3,18,2
0,18,9,14,7,1,2,1
0,11,30,12,29,3,16,3
0,17,16,37,39,2,7,0
0,17,24,13,6,3,18,4
0,16,33,2,7,1,5,0
1,16,26,42,25,2,10,5
0,18,11,26,49,2,12,3
0,18,35,39,45,3,1,2
0,18,34,20,25,3,15,4
0,17,17,39,46,1,6,2
0,14,27,4,27,2,16,0
0,18,24,24,31,3,9,3
0,16,24,10,39,3,18,0
1,17,3,31,8,2,0,3
1,17,11,32,17,1,5,4
0,16,11,2,41,3,19,0
0,17,19,35,21,1,15,0
0,18,0,15,34,2,4,0
0,17,37,21,28,3,3,3
0,16,15,37,22,1,4,0
0,19,38,34,40,3,18,0
1,16,21,20,0,2,1,5
0,17,38,43,33,2,11,0
0,18,15,39,41,2,16,0
0,16,20,20,40,3,9,0
0,17,33,27,12,1,1,0
0,17,33,19,18,3,11,0
0,16,23,38,7,2,4,4
0,16,5,8,3,2,17,0
0,18,0,3,41,2,18,0
0,18,27,12,29,2,17,2
0,18,36,28,8,3,6,0
0,17,32,40,18,3,2,3
0,16,34,40,24,2,18,0
0,18,24,19,39,3,4,0
0,18,18,39,11,2,10,0
0,16,16,18,39,2,16,1
0,17,29,41,29,2,9,0
1,17,10,4,23,2,14,5
0,16,4,10,40,3,12,0
0,18,11,40,32,3,0,0
0,16,9,38,46,1,5,0
0,15,25,16,0,3,3,0
0,18,11,17,41,3,3,0
0,18,0,7,35,3,12,3
0,18,34,6,22,2,17,3
0,16,0,6,49,2,0,0
0,17,17,14,43,2,1,0
0,15,14,19,4,3,10,0
0,18,22,11,27,2,15,4
0,17,15,2,36,3,14,1
0,17,21,40,47,2,6,0
0,18,9,26,43,3,11,4
0,18,17,37,8,3,6,0
1,19,15,21,32,1,4,3
0,19,24,10,39,2,10,0
0,16,22,18,23,2,2,3
0,18,13,34,2,3,12,3
0,18,21,33,15,3,10,4
0,18,15,5,16,2,8,0
0,16,10,30,11,1,10,0
1,17,34,14,14,3,11,5
1,17,12,6,47,1,9,5
0,16,39,8,49,3,18,0
0,16,18,19,21,3,3,4
0,18,34,10,2,2,5,0
1,17,7,11,12,3,0,3
0,18,23,25,23,1,4,0
0,16,30,25,41,1,0,0
0,18,11,23,23,2,4,4
0,17,20,23,32,2,12,0
0,17,33,40,7,3,19,0
0,17,0,27,36,2,15,1
0,17,29,24,1,3,14,0
0,17,26,28,3,3,3,4
0,17,14,7,29,3,5,4
1,18,30,15,20,3,14,5
0,16,31,11,10,3,7,0
0,17,10,28,19,3,19,0
0,17,16,1,22,2,3,0
0,17,13,22,13,3,5,0
0,18,22,5,16,3,12,0
0,17,2,41,2,3,12,0
1,16,0,22,29,3,5,5
0,17,7,28,43,2,7,0
0,16,12,39,29,3,13,4
0,17,2,31,27,1,4,2
0,15,24,0,22,2,2,4
0,18,1,28,0,1,19,0
0,18,0,40,36,2,12,0
0,16,31,19,16,2,12,0
0,18,5,18,15,3,11,4
0,17,27,19,13,3,14,0
0,18,36,38,27,3,15,0
0,18,16,20,9,3,10,0
0,18,19,36,35,2,19,0
0,17,29,10,17,3,2,0
0,17,9,31,10,1,13,0
0,18,34,41,40,3,6,0
0,17,0,23,45,3,6,0
0,18,25,2,45,1,16,4
0,19,21,26,25,2,2,0
0,16,2,25,9,1,14,3
0,17,1,8,33,3,15,0
0,17,14,25,49,3,15,0
1,17,20,37,46,1,5,4
0,18,2,27,13,2,17,4
0,18,22,31,48,2,11,0
0,18,14,2,5,3,17,0
0,17,39,36,12,2,13,3
0,16,26,1,46,3,12,0
0,16,9,39,5,1,15,0
0,18,13,38,16,3,8,0
0,7,34,36,14,3,4,0
0,18,9,23,14,2,12,3
0,17,17,32,42,2,19,2
0,19,18,7,16,3,0,0
0,12,11,34,8,3,19,3
1,19,12,24,21,3,2,5
0,18,31,28,30,3,16,4
0,17,36,5,1,2,2,3
0,17,8,24,49,3,17,0
0,17,38,37,0,0,3,0
0,13,0,33,35,3,1,0
0,18,19,42,6,1,9,0
0,18,13,34,17,3,4,3
0,17,17,34,29,3,6,4
0,16,0,31,44,1,15,2
0,19,25,5,18,3,9,3
0,16,34,29,42,2,5,0
0,18,27,31,26,2,11,2
0,18,39,37,20,2,6,0
0,18,24,19,34,3,5,0
0,16,12,9,20,3,0,0
0,18,22,30,19,3,8,0
0,18,0,42,3,2,6,2
0,18,18,22,12,2,0,0
0,16,20,28,0,3,17,3
0,17,2,6,23,3,4,0
0,17,34,3,37,2,6,3
1,15,4,29,23,1,2,4
0,18,0,12,26,3,15,3
0,17,25,37,45,3,18,2
0,17,6,21,25,3,17,0
0,16,10,30,22,3,4,1
0,18,28,17,8,3,9,3
0,16,30,35,38,3,14,0
0,17,31,41,29,3,15,3
0,18,5,42,9,2,13,0
0,16,8,13,23,2,11,1
0,17,0,1,7,2,10,4
0,18,23,37,33,3,2,2
0,18,29,24,32,1,4,0
0,17,29,30,40,3,5,2
0,17,5,25,41,2,14,1
0,17,36,12,23,3,9,0
0,15,11,6,7,3,4,3
0,17,0,37,29,2,17,4
0,18,20,5,22,2,1,0
0,19,20,25,46,2,5,0
0,14,11,2,20,1,15,0
0,18,18,23,23,1,13,4
0,17,21,36,12,3,17,0
0,17,27,43,16,2,1,0
0,15,3,1,46,3,7,0
0,16,28,5,34,3,16,0
0,17,38,5,12,3,18,0
0,16,17,10,13,3,16,3
1,18,31,4,10,3,2,5
0,18,8,16,25,2,18,0
1,18,27,3,8,3,0,3
0,18,9,12,15,3,2,0
0,17,21,16,22,3,0,0
0,17,27,20,1,3,17,3
0,15,32,40,21,3,6,0
0,18,29,42,40,3,15,0
0,17,32,40,29,3,2,3
0,13,0,29,47,3,4,0
0,14,38,42,9,3,4,0
0,16,16,1,30,1,14,0
0,18,21,3,23,3,12,4
0,18,17,42,39,3,4,2
0,17,3,4,27,3,15,4
0,18,37,15,3,3,18,5
0,17,22,18,19,3,11,0
0,18,0,38,38,3,5,3
0,15,36,33,46,3,14,3
0,16,3,39,31,2,1,0
0,18,9,2,15,3,13,3
0,15,4,20,14,3,2,0
1,18,28,0,9,1,11,4
0,17,19,20,21,3,4,0
0,17,24,34,44,2,16,0
0,15,17,32,26,2,6,0
0,14,9,10,35,3,19,5
0,15,18,33,42,3,13,0
0,16,17,42,1,3,9,3
0,18,6,14,11,3,7,2
0,19,0,19,9,3,9,0
0,15,9,27,21,3,12,0
1,18,0,29,42,1,9,3
0,16,10,39,42,2,16,0
0,17,24,26,12,2,12,3
0,18,16,7,48,3,1,0
0,19,35,9,33,1,3,0
0,17,0,9,12,3,18,4
0,16,26,18,1,2,16,4
0,16,9,2,0,1,13,0
0,17,17,23,0,2,14,0
0,0,8,26,1,3,16,3
0,18,27,24,47,3,10,4
0,12,4,18,16,3,1,0
0,18,38,19,34,3,12,3
0,16,38,29,3,3,1,3
0,14,31,11,39,2,6,0
0,0,25,38,16,3,5,0
0,13,27,38,16,3,19,0
0,17,39,3,22,3,5,0
0,18,22,17,10,3,14,0
0,18,13,6,27,2,15,1
0,19,35,41,6,0,11,0
0,18,37,34,31,3,4,0
0,18,28,18,9,3,19,0
0,17,10,37,7,3,11,3
0,17,22,35,27,3,16,0
0,17,9,0,23,1,3,1
1,17,17,40,37,1,6,3
0,18,36,29,7,1,19,0
1,18,1,27,11,2,12,5
0,13,2,24,7,3,17,4
0,17,14,13,32,2,10,4
0,17,7,20,4,3,13,4
0,17,16,39,24,3,19,0
0,18,31,8,46,3,17,0
0,18,16,28,0,2,3,4
0,18,24,36,49,2,5,0
0,16,39,4,31,3,19,3
0,18,33,29,20,2,5,0
0,17,2,27,5,3,6,3
0,19,23,22,24,2,19,0
0,17,11,20,0,3,12,0
0,17,7,41,43,3,6,0
0,17,26,1,19,2,5,0
0,0,23,37,14,2,11,4
0,18,12,29,47,3,0,0
0,18,0,38,33,2,13,0
0,15,23,37,5,3,1,0
0,17,18,12,0,2,15,0
1,16,38,25,46,3,6,5
0,19,0,7,47,3,1,0
0,17,8,5,33,2,19,3
0,15,28,23,36,3,4,0
0,17,30,34,28,3,14,0
0,18,33,26,34,2,5,0
0,18,10,23,48,2,4,4
0,17,0,23,4,1,16,0
0,18,37,38,21,2,0,0
0,18,1,30,2,1,5,0
0,15,5,27,27,2,16,0
0,18,39,19,12,1,0,2
0,17,7,8,26,2,12,4
0,18,28,41,27,3,3,3
0,18,33,31,33,2,6,4
0,18,7,12,25,3,11,0
0,18,11,38,0,2,10,2
0,16,0,27,17,2,2,2
0,15,5,38,29,3,7,0
1,18,28,39,39,3,0,3
0,18,14,13,4,3,2,3
0,16,34,29,35,2,18,0
1,15,19,18,20,1,1,2
0,17,35,31,2,0,5,0
0,17,34,17,27,3,17,0
0,15,24,23,4,1,11,0
0,17,36,24,30,3,11,2
0,17,6,32,23,3,0,0
0,14,22,38,35,2,19,4
0,17,27,40,36,3,1,0
0,18,32,19,13,2,8,4
0,17,35,14,19,3,18,2
0,18,33,32,8,2,15,3
0,18,39,29,37,2,16,0
0,18,37,9,20,3,16,3
0,17,6,36,48,2,11,0
1,16,0,14,34,0,3,3
0,19,28,43,49,3,7,0
0,15,28,28,20,1,13,0
0,17,16,20,34,2,6,3
0,18,32,17,37,1,14,4
0,17,13,9,22,3,11,0
0,17,33,35,31,2,0,0
0,16,7,0,17,3,3,3
0,17,14,25,7,3,14,3
0,17,21,42,7,3,17,0
0,19,4,27,22,3,11,1
0,17,6,27,49,2,11,0
0,17,0,4,49,3,1,0
0,19,25,1,24,3,2,0
0,16,18,43,42,3,1,2
0,18,25,31,2,1,18,4
0,16,11,12,1,2,13,0
0,17,25,21,7,3,3,0
0,19,37,29,16,3,11,4
0,16,30,24,11,2,12,0
0,19,23,40,11,3,9,2
0,17,16,41,44,3,18,2
0,18,8,29,15,3,5,0
1,18,10,1,48,3,7,5
0,15,31,8,26,3,10,0
0,17,8,20,47,3,18,4
0,17,32,40,1,3,16,1
0,18,23,18,16,3,8,0
0,17,22,38,7,2,4,3
1,15,35,28,35,2,12,5
0,17,16,10,8,3,9,0
1,15,4,9,46,2,10,5
0,18,23,24,30,3,4,4
0,17,17,23,0,3,8,0
0,17,0,0,5,3,5,3
0,18,22,14,29,3,10,3
0,15,0,22,22,3,17,0
0,16,10,9,12,3,1,0
0,17,33,27,33,3,9,0
0,17,30,31,38,3,6,3
0,17,34,13,30,2,6,3
0,17,14,38,12,1,16,0
0,15,39,18,7,1,11,2
0,17,16,36,45,3,9,0
0,17,26,36,11,3,10,4
0,14,24,26,40,1,4,0
0,17,18,22,9,3,5,0
0,16,0,3,30,2,11,0
0,17,16,16,3,2,8,2
0,18,35,25,48,3,15,0
0,18,0,33,30,3,12,4
0,18,18,7,0,3,9,0
0,18,28,40,38,3,11,4
1,18,0,21,9,1,8,5
0,18,6,7,31,2,10,0
1,16,32,42,28,3,4,5
0,17,23,33,40,3,7,0
0,16,21,12,24,3,17,0
0,18,12,12,21,3,11,0
1,16,31,37,45,3,0,3
0,16,8,10,8,1,12,0
0,18,31,27,47,1,18,4
0,15,25,33,29,3,13,2
0,18,21,4,48,1,16,5
0,18,14,23,12,1,3,0
0,17,1,37,49,3,11,0
0,18,15,32,27,3,14,4
0,16,38,8,4,3,13,0
0,16,10,11,31,2,7,0
0,17,9,5,12,3,2,0
0,17,6,21,14,2,2,4
0,17,36,11,38,2,14,0
0,16,30,0,45,2,9,4
0,17,4,36,26,2,10,0
0,16,36,15,42,3,1,0
0,17,22,25,0,3,6,0
0,17,38,12,19,3,18,0
0,17,18,10,2,2,14,0
0,18,23,23,3,3,11,0
0,16,11,29,7,3,12,0
0,12,25,38,25,3,5,0
0,17,22,9,11,3,19,1
0,17,35,23,29,2,12,2
0,16,4,8,37,3,3,0
0,16,12,24,20,3,19,3
1,17,35,24,16,3,0,4
0,18,22,0,9,2,4,0
0,14,33,29,45,3,15,4
0,19,39,14,24,2,13,3
0,15,33,26,4,2,0,0
0,19,30,2,21,3,1,4
0,17,20,8,1,3,8,3
0,16,5,43,4,2,8,3
0,18,23,1,23,3,0,1
0,18,31,32,5,2,17,4
0,16,34,17,2,2,11,4
0,18,36,2,4,2,16,0
0,18,20,2,37,3,13,0
0,17,3,24,49,3,8,4
0,17,16,5,40,3,19,3
0,16,37,21,4,3,2,4
0,17,15,35,10,3,14,0
0,17,8,26,30,3,15,0
1,18,17,37,36,2,15,5
0,18,20,20,22,2,5,3
0,16,27,4,37,2,18,0
0,18,9,40,0,2,16,5
0,19,10,0,4,3,11,4
0,15,3,19,43,1,16,0
0,19,35,39,31,3,14,3
0,10,28,31,9,3,8,0
0,17,31,25,22,3,18,0
0,16,21,3,30,2,15,4
0,17,30,16,36,3,2,3
0,18,9,6,7,3,1,3
0,16,9,11,28,2,8,0
0,15,12,42,45,2,2,4
0,16,32,7,43,3,4,4
0,13,37,41,11,2,1,0
0,15,0,37,24,3,6,3
0,17,12,5,18,3,6,4
0,17,26,30,7,2,7,0
0,17,9,10,31,2,3,0
0,18,13,41,24,1,17,0
0,17,0,30,22,1,2,1
1,15,36,22,7,1,11,4
0,18,0,39,5,2,17,0
0,18,3,20,43,3,5,3
0,14,1,6,10,3,19,4
0,16,7,11,3,3,15,0
0,16,11,36,24,3,18,0
0,18,29,40,35,3,17,4
0,18,0,23,7,1,16,3
1,18,12,29,3,1,2,4
0,17,12,9,1,2,2,0
0,16,0,11,35,2,9,3
0,18,23,13,1,2,4,3
0,17,0,13,25,2,1,3
0,12,27,18,10,2,8,0
0,17,28,26,14,3,8,0
0,17,17,42,38,2,1,0
0,16,14,17,12,3,19,0
0,16,6,12,12,3,4,4
0,17,5,5,10,2,11,2
0,18,34,28,9,2,6,0
0,17,17,17,43,3,19,0
1,17,16,39,23,1,8,4
0,15,25,41,44,2,4,0
0,17,4,11,27,2,11,0
0,18,24,17,36,2,8,0
0,18,15,38,39,3,11,0
0,17,21,19,14,3,11,3
0,17,17,41,25,1,14,3
0,17,5,15,48,2,5,0
0,18,30,14,26,2,1,3
0,18,11,28,2,1,8,1
0,15,23,0,17,1,19,0
0,16,24,36,42,2,12,0
0,16,0,41,40,3,14,4
0,17,0,21,39,3,11,0
0,17,19,19,34,1,8,0
1,18,22,41,25,1,6,3
0,17,9,42,20,3,14,0
0,18,3,17,11,3,19,4
0,17,35,3,37,3,3,3
0,18,6,15,32,3,4,0
0,16,2,20,46,3,18,0
0,19,9,3,38,3,15,4
0,14,6,23,6,1,4,0
0,18,24,35,46,3,7,0
1,15,12,26,0,3,14,4
0,17,38,39,21,3,1,4
0,18,34,35,44,2,4,3
0,16,1,26,41,3,14,3
0,16,31,11,1,2,18,3
0,17,21,26,27,3,3,0
0,18,34,6,39,3,18,3
0,15,10,41,1,3,11,2
0,0,20,0,6,2,16,4
0,12,4,22,1,3,19,0
0,17,8,29,41,2,16,0
0,19,37,36,33,3,4,1
0,17,16,21,8,2,5,0
0,18,37,37,46,3,6,4
0,18,7,9,13,2,8,4
0,16,15,25,20,2,13,2
0,17,9,34,10,3,12,0
0,17,25,30,16,2,2,0
0,18,11,1,0,2,11,0
0,17,23,36,11,2,12,0
0,18,27,25,48,3,19,4
0,17,29,39,5,2,7,0
0,17,13,28,2,1,6,0
0,18,20,23,11,2,11,0
0,14,37,12,43,3,11,0
0,18,0,17,48,1,19,0
0,17,30,8,45,3,3,2
0,17,35,10,44,2,19,4
0,18,34,10,46,1,12,4
0,17,32,3,20,1,6,2
0,17,0,22,10,3,3,0
0,17,6,4,24,2,8,4
0,17,2,17,46,2,7,0
0,18,28,39,5,2,7,0
0,12,30,23,42,3,19,0
0,16,5,36,35,3,7,2
0,16,27,23,4,2,9,2
1,18,1,34,25,3,9,5
0,17,7,33,30,1,3,2
0,17,3,32,47,3,19,0
0,17,35,37,3,3,1,0
